# BabelNet 4.0.1 - SapienzaNLP - LICENSE: BabelNet License - https://babelnet.org
bn:00082116v	wn:00865776v
bn:00085266v	wn:02049190v
bn:00085267v	wn:01663580v
bn:00085268v	wn:01523986v
bn:00085269v	wn:01697986v
bn:00085270v	wn:01639105v
bn:00085271v	wn:00345312v
bn:00085272v	wn:02658734v
bn:00085273v	wn:02251631v
bn:00085274v	wn:00498836v
bn:00085275v	wn:01364637v
bn:00085276v	wn:00617413v
bn:00085277v	wn:01669070v
bn:00085278v	wn:01412346v
bn:00085279v	wn:02416278v
bn:00085280v	wn:02416751v
bn:00085281v	wn:02083497v
bn:00085282v	wn:00224460v
bn:00085283v	wn:01215851v
bn:00085284v	wn:01215694v
bn:00085285v	wn:00661713v
bn:00085286v	wn:01385759v
bn:00085287v	wn:00886457v
bn:00085288v	wn:02218173v
bn:00085289v	wn:01380638v
bn:00085290v	wn:01384439v
bn:00085291v	wn:02433767v
bn:00085292v	wn:01562733v
bn:00085293v	wn:01236164v
bn:00085294v	wn:00685224v
bn:00085295v	wn:00525281v
bn:00085296v	wn:00465461v
bn:00085297v	wn:02612610v
bn:00085298v	wn:00876994v
bn:00085299v	wn:00707624v
bn:00085300v	wn:02590340v
bn:00085301v	wn:00414174v
bn:00085302v	wn:00283911v
bn:00085303v	wn:00836926v
bn:00085304v	wn:02537092v
bn:00085305v	wn:01696648v
bn:00085306v	wn:00837133v
bn:00085307v	wn:00281101v
bn:00085308v	wn:00969769v
bn:00085309v	wn:01596645v
bn:00085310v	wn:01319193v
bn:00085311v	wn:00038365v
bn:00085312v	wn:02223630v
bn:00085313v	wn:02631163v
bn:00085314v	wn:00193486v
bn:00085315v	wn:01461328v
bn:00085316v	wn:02309008v
bn:00085317v	wn:02377938v
bn:00085318v	wn:01786419v
bn:00085319v	wn:01849221v
bn:00085320v	wn:00341917v
bn:00085321v	wn:00542120v
bn:00085322v	wn:02625339v
bn:00085323v	wn:00342812v
bn:00085324v	wn:02743921v
bn:00085325v	wn:02743214v
bn:00085326v	wn:02686805v
bn:00085327v	wn:02743565v
bn:00085328v	wn:01839690v
bn:00085329v	wn:02729963v
bn:00085330v	wn:00344886v
bn:00085331v	wn:02006709v
bn:00085332v	wn:00723349v
bn:00085333v	wn:02737187v
bn:00085334v	wn:02617567v
bn:00085335v	wn:02197360v
bn:00085336v	wn:00659984v
bn:00085337v	wn:00339934v
bn:00085338v	wn:02136138v
bn:00085339v	wn:02023107v
bn:00085340v	wn:01063529v
bn:00085341v	wn:00592037v
bn:00085342v	wn:02720354v
bn:00085343v	wn:02406585v
bn:00085344v	wn:00654446v
bn:00085345v	wn:00344042v
bn:00085346v	wn:01299758v
bn:00085347v	wn:02010572v
bn:00085348v	wn:00548153v
bn:00085349v	wn:00959524v
bn:00085350v	wn:01998982v
bn:00085351v	wn:00816353v
bn:00085352v	wn:02407766v
bn:00085353v	wn:02488641v
bn:00085354v	wn:02206014v
bn:00085355v	wn:02373974v
bn:00085356v	wn:01970826v
bn:00085357v	wn:02756821v
bn:00085358v	wn:00087454v
bn:00085359v	wn:00827458v
bn:00085360v	wn:00528990v
bn:00085361v	wn:02625016v
bn:00085362v	wn:02089174v
bn:00085363v	wn:02016523v
bn:00085364v	wn:02667419v
bn:00085365v	wn:00914769v
bn:00085366v	wn:00659776v
bn:00085367v	wn:02729260v
bn:00085368v	wn:02725460v
bn:00085369v	wn:00361208v
bn:00085370v	wn:02596371v
bn:00085371v	wn:02540445v
bn:00085372v	wn:00343898v
bn:00085373v	wn:00423702v
bn:00085374v	wn:01526605v
bn:00085375v	wn:00348103v
bn:00085376v	wn:02610845v
bn:00085377v	wn:02097925v
bn:00085378v	wn:00935456v
bn:00085379v	wn:00935141v
bn:00085380v	wn:01799484v
bn:00085381v	wn:02021921v
bn:00085382v	wn:02619924v
bn:00085383v	wn:02108791v
bn:00085384v	wn:02526811v
bn:00085385v	wn:00024047v
bn:00085386v	wn:02437157v
bn:00085387v	wn:00423430v
bn:00085388v	wn:02665767v
bn:00085389v	wn:00609352v
bn:00085390v	wn:01627779v
bn:00085391v	wn:01990281v
bn:00085392v	wn:02721840v
bn:00085393v	wn:02213336v
bn:00085394v	wn:01384752v
bn:00085395v	wn:01381549v
bn:00085396v	wn:02212646v
bn:00085397v	wn:01626420v
bn:00085398v	wn:01814815v
bn:00085399v	wn:00082308v
bn:00085400v	wn:00751887v
bn:00085401v	wn:00751567v
bn:00085402v	wn:01018177v
bn:00085403v	wn:02696129v
bn:00085404v	wn:02441022v
bn:00085405v	wn:01471825v
bn:00085406v	wn:00612612v
bn:00085407v	wn:00611481v
bn:00085408v	wn:00612042v
bn:00085409v	wn:01650610v
bn:00085410v	wn:00882395v
bn:00085411v	wn:01689169v
bn:00085412v	wn:00883112v
bn:00085413v	wn:00882948v
bn:00085414v	wn:00882523v
bn:00085415v	wn:01058574v
bn:00085416v	wn:01033189v
bn:00085417v	wn:00961586v
bn:00085418v	wn:00939035v
bn:00085419v	wn:00470386v
bn:00085420v	wn:01164725v
bn:00085421v	wn:01462806v
bn:00085422v	wn:01822248v
bn:00085423v	wn:02475401v
bn:00085424v	wn:02480803v
bn:00085425v	wn:02475261v
bn:00085426v	wn:02582615v
bn:00085427v	wn:00887463v
bn:00085428v	wn:02349212v
bn:00085429v	wn:02271137v
bn:00085430v	wn:02375468v
bn:00085431v	wn:01324996v
bn:00085432v	wn:02295979v
bn:00085433v	wn:00760187v
bn:00085434v	wn:00760402v
bn:00085435v	wn:00742320v
bn:00085436v	wn:00740577v
bn:00085437v	wn:02231661v
bn:00085438v	wn:01355518v
bn:00085439v	wn:01070102v
bn:00085440v	wn:01030678v
bn:00085441v	wn:00408852v
bn:00085442v	wn:00139367v
bn:00085443v	wn:00553407v
bn:00085444v	wn:02061846v
bn:00085445v	wn:00380424v
bn:00085446v	wn:00161987v
bn:00085447v	wn:01484027v
bn:00085448v	wn:01389329v
bn:00085449v	wn:01387786v
bn:00085450v	wn:00652900v
bn:00085451v	wn:02729632v
bn:00085452v	wn:00653620v
bn:00085453v	wn:00982779v
bn:00085454v	wn:02326672v
bn:00085455v	wn:01474449v
bn:00085456v	wn:00483801v
bn:00085457v	wn:02527085v
bn:00085458v	wn:01821996v
bn:00085459v	wn:02506546v
bn:00085460v	wn:02635420v
bn:00085461v	wn:02672540v
bn:00085462v	wn:02250625v
bn:00085463v	wn:02672859v
bn:00085464v	wn:02519991v
bn:00085465v	wn:02253456v
bn:00085466v	wn:02249741v
bn:00085467v	wn:02592397v
bn:00085468v	wn:01072262v
bn:00085469v	wn:01626138v
bn:00085470v	wn:01627105v
bn:00085471v	wn:00907147v
bn:00085472v	wn:00844298v
bn:00085473v	wn:02622969v
bn:00085474v	wn:00455919v
bn:00085475v	wn:00484166v
bn:00085476v	wn:00455750v
bn:00085477v	wn:02563724v
bn:00085478v	wn:01117484v
bn:00085479v	wn:01020731v
bn:00085480v	wn:00401373v
bn:00085481v	wn:00401202v
bn:00085482v	wn:00287848v
bn:00085483v	wn:00402539v
bn:00085484v	wn:00400883v
bn:00085485v	wn:00881661v
bn:00085486v	wn:00881901v
bn:00085487v	wn:02621244v
bn:00085488v	wn:01705494v
bn:00085489v	wn:01698271v
bn:00085490v	wn:01765178v
bn:00085491v	wn:00706804v
bn:00085492v	wn:00527232v
bn:00085493v	wn:00227165v
bn:00085494v	wn:02265881v
bn:00085495v	wn:01657828v
bn:00085496v	wn:02106506v
bn:00085497v	wn:02629793v
bn:00085498v	wn:02633356v
bn:00085499v	wn:02629535v
bn:00085500v	wn:01035803v
bn:00085501v	wn:01035380v
bn:00085502v	wn:01036592v
bn:00085503v	wn:02337364v
bn:00085504v	wn:02218759v
bn:00085505v	wn:01718952v
bn:00085506v	wn:00604576v
bn:00085507v	wn:01465054v
bn:00085508v	wn:00190180v
bn:00085509v	wn:02144835v
bn:00085510v	wn:02146790v
bn:00085511v	wn:00818553v
bn:00085512v	wn:00806049v
bn:00085513v	wn:01117609v
bn:00085514v	wn:01633343v
bn:00085515v	wn:00054285v
bn:00085516v	wn:01636397v
bn:00085517v	wn:00731789v
bn:00085518v	wn:00237511v
bn:00085519v	wn:00244625v
bn:00085520v	wn:02032934v
bn:00085521v	wn:00365188v
bn:00085522v	wn:02678438v
bn:00085523v	wn:01639003v
bn:00085524v	wn:00761600v
bn:00085525v	wn:02083694v
bn:00085526v	wn:01716407v
bn:00085527v	wn:00764902v
bn:00085528v	wn:00634472v
bn:00085529v	wn:00715074v
bn:00085530v	wn:01021420v
bn:00085531v	wn:01071762v
bn:00085532v	wn:01459896v
bn:00085533v	wn:01666131v
bn:00085534v	wn:01635056v
bn:00085535v	wn:01634142v
bn:00085536v	wn:01648488v
bn:00085537v	wn:01465506v
bn:00085538v	wn:01600355v
bn:00085539v	wn:00374534v
bn:00085540v	wn:00552006v
bn:00085541v	wn:00715769v
bn:00085542v	wn:01890510v
bn:00085543v	wn:00070633v
bn:00085544v	wn:00864159v
bn:00085545v	wn:00856578v
bn:00085546v	wn:02507093v
bn:00085547v	wn:02149302v
bn:00085548v	wn:00906735v
bn:00085549v	wn:02273768v
bn:00085550v	wn:00364868v
bn:00085551v	wn:00366547v
bn:00085552v	wn:00366275v
bn:00085553v	wn:00365647v
bn:00085554v	wn:00365446v
bn:00085555v	wn:02591455v
bn:00085556v	wn:02591312v
bn:00085557v	wn:02517827v
bn:00085558v	wn:00908977v
bn:00085559v	wn:02571768v
bn:00085560v	wn:01018928v
bn:00085561v	wn:00207418v
bn:00085562v	wn:00041687v
bn:00085563v	wn:01822536v
bn:00085564v	wn:00893167v
bn:00085565v	wn:02555908v
bn:00085566v	wn:01732921v
bn:00085567v	wn:01999798v
bn:00085568v	wn:01733213v
bn:00085569v	wn:01584321v
bn:00085570v	wn:00876665v
bn:00085571v	wn:01634887v
bn:00085572v	wn:01750813v
bn:00085573v	wn:02434541v
bn:00085574v	wn:00877559v
bn:00085575v	wn:00819508v
bn:00085576v	wn:00818805v
bn:00085577v	wn:00936465v
bn:00085578v	wn:01657641v
bn:00085579v	wn:01347298v
bn:00085580v	wn:02711114v
bn:00085581v	wn:02495038v
bn:00085582v	wn:01301410v
bn:00085583v	wn:01012073v
bn:00085584v	wn:00221840v
bn:00085585v	wn:02476518v
bn:00085586v	wn:02474603v
bn:00085587v	wn:02761372v
bn:00085588v	wn:02667228v
bn:00085589v	wn:02567147v
bn:00085590v	wn:02662979v
bn:00085591v	wn:02667900v
bn:00085592v	wn:02668956v
bn:00085593v	wn:00150776v
bn:00085594v	wn:00619610v
bn:00085595v	wn:01078783v
bn:00085596v	wn:00812298v
bn:00085597v	wn:01066433v
bn:00085598v	wn:02742638v
bn:00085599v	wn:01790739v
bn:00085600v	wn:01657254v
bn:00085601v	wn:00667424v
bn:00085602v	wn:01896767v
bn:00085603v	wn:00898918v
bn:00085604v	wn:00442669v
bn:00085605v	wn:02008978v
bn:00085606v	wn:00144694v
bn:00085607v	wn:01221542v
bn:00085608v	wn:00881998v
bn:00085609v	wn:01772498v
bn:00085610v	wn:00883847v
bn:00085611v	wn:02023600v
bn:00085612v	wn:00633443v
bn:00085613v	wn:01291069v
bn:00085614v	wn:02488834v
bn:00085615v	wn:00396513v
bn:00085616v	wn:00983123v
bn:00085617v	wn:00574218v
bn:00085618v	wn:01862340v
bn:00085619v	wn:01401371v
bn:00085620v	wn:00023646v
bn:00085621v	wn:00099517v
bn:00085622v	wn:01933093v
bn:00085623v	wn:01354673v
bn:00085624v	wn:02622234v
bn:00085625v	wn:01069391v
bn:00085626v	wn:01237761v
bn:00085627v	wn:01069190v
bn:00085628v	wn:02747403v
bn:00085629v	wn:02389592v
bn:00085630v	wn:02389346v
bn:00085631v	wn:01421122v
bn:00085632v	wn:01407568v
bn:00085633v	wn:02585360v
bn:00085634v	wn:00707956v
bn:00085635v	wn:02417389v
bn:00085636v	wn:00929839v
bn:00085637v	wn:00931232v
bn:00085638v	wn:00462092v
bn:00085639v	wn:01114303v
bn:00085640v	wn:01098706v
bn:00085641v	wn:02386012v
bn:00085642v	wn:00886978v
bn:00085643v	wn:02682567v
bn:00085644v	wn:02280132v
bn:00085645v	wn:02269143v
bn:00085646v	wn:00212049v
bn:00085647v	wn:00690614v
bn:00085648v	wn:02166460v
bn:00085649v	wn:00734054v
bn:00085650v	wn:00950431v
bn:00085651v	wn:00813044v
bn:00085652v	wn:02133185v
bn:00085653v	wn:02130300v
bn:00085654v	wn:00691312v
bn:00085655v	wn:02348324v
bn:00085656v	wn:02348459v
bn:00085657v	wn:02653381v
bn:00085658v	wn:02750854v
bn:00085659v	wn:02658050v
bn:00085660v	wn:00242580v
bn:00085661v	wn:00165450v
bn:00085662v	wn:00242747v
bn:00085663v	wn:00165789v
bn:00085664v	wn:00165618v
bn:00085665v	wn:02184163v
bn:00085666v	wn:01927747v
bn:00085667v	wn:02689882v
bn:00085668v	wn:00142055v
bn:00085669v	wn:01791053v
bn:00085670v	wn:02621395v
bn:00085671v	wn:01647229v
bn:00085672v	wn:00568661v
bn:00085673v	wn:02353201v
bn:00085674v	wn:01882479v
bn:00085675v	wn:01301051v
bn:00085676v	wn:00418765v
bn:00085677v	wn:00304422v
bn:00085678v	wn:01653442v
bn:00085679v	wn:01583142v
bn:00085680v	wn:01757721v
bn:00085681v	wn:01757546v
bn:00085682v	wn:00634090v
bn:00085683v	wn:00623151v
bn:00085684v	wn:00243572v
bn:00085685v	wn:00243379v
bn:00085686v	wn:00877083v
bn:00085687v	wn:00876442v
bn:00085688v	wn:01197014v
bn:00085689v	wn:01156834v
bn:00085690v	wn:01158181v
bn:00085691v	wn:01565921v
bn:00085692v	wn:01157517v
bn:00085693v	wn:00600903v
bn:00085694v	wn:01641751v
bn:00085695v	wn:01641632v
bn:00085696v	wn:00743344v
bn:00085697v	wn:02747287v
bn:00085698v	wn:02701210v
bn:00085699v	wn:01482744v
bn:00085700v	wn:00492706v
bn:00085701v	wn:00493259v
bn:00085702v	wn:01774799v
bn:00085703v	wn:02164825v
bn:00085704v	wn:00703875v
bn:00085705v	wn:00704388v
bn:00085706v	wn:02739254v
bn:00085707v	wn:00735866v
bn:00085708v	wn:00756898v
bn:00085709v	wn:00869596v
bn:00085710v	wn:02587532v
bn:00085711v	wn:01090335v
bn:00085712v	wn:01194238v
bn:00085713v	wn:01816844v
bn:00085714v	wn:02684924v
bn:00085715v	wn:01995549v
bn:00085716v	wn:02410175v
bn:00085717v	wn:02747922v
bn:00085718v	wn:02747709v
bn:00085719v	wn:02727462v
bn:00085720v	wn:02687916v
bn:00085721v	wn:00118523v
bn:00085722v	wn:01350699v
bn:00085723v	wn:01689752v
bn:00085724v	wn:01896295v
bn:00085725v	wn:00888786v
bn:00085726v	wn:02409941v
bn:00085727v	wn:00087736v
bn:00085728v	wn:00240571v
bn:00085729v	wn:01279474v
bn:00085730v	wn:00305109v
bn:00085731v	wn:00798249v
bn:00085732v	wn:02410719v
bn:00085733v	wn:00798402v
bn:00085734v	wn:00823436v
bn:00085735v	wn:00776059v
bn:00085736v	wn:00666886v
bn:00085737v	wn:00661584v
bn:00085738v	wn:00928476v
bn:00085739v	wn:00661213v
bn:00085740v	wn:02666882v
bn:00085741v	wn:02237782v
bn:00085742v	wn:01638368v
bn:00085743v	wn:01632411v
bn:00085744v	wn:01224744v
bn:00085745v	wn:01803936v
bn:00085746v	wn:02520997v
bn:00085747v	wn:00663160v
bn:00085748v	wn:00597385v
bn:00085749v	wn:00667747v
bn:00085750v	wn:00092690v
bn:00085751v	wn:02043068v
bn:00085752v	wn:02024508v
bn:00085753v	wn:00793037v
bn:00085754v	wn:00527367v
bn:00085755v	wn:01687569v
bn:00085756v	wn:02710402v
bn:00085757v	wn:02732401v
bn:00085758v	wn:02032634v
bn:00085759v	wn:00368847v
bn:00085760v	wn:00964694v
bn:00085761v	wn:00115157v
bn:00085762v	wn:00384411v
bn:00085763v	wn:00385385v
bn:00085764v	wn:01084866v
bn:00085765v	wn:01084724v
bn:00085766v	wn:01084588v
bn:00085767v	wn:00769553v
bn:00085768v	wn:00114837v
bn:00085769v	wn:00928630v
bn:00085770v	wn:02221454v
bn:00085771v	wn:00906367v
bn:00085772v	wn:01281184v
bn:00085773v	wn:00932798v
bn:00085774v	wn:02026433v
bn:00085775v	wn:00859937v
bn:00085776v	wn:00032297v
bn:00085777v	wn:01890792v
bn:00085778v	wn:01890088v
bn:00085779v	wn:01389007v
bn:00085780v	wn:01388813v
bn:00085781v	wn:00910000v
bn:00085782v	wn:00909896v
bn:00085783v	wn:01665638v
bn:00085784v	wn:01664172v
bn:00085785v	wn:00322847v
bn:00085786v	wn:02576921v
bn:00085787v	wn:00323377v
bn:00085788v	wn:01634424v
bn:00085789v	wn:00370126v
bn:00085790v	wn:01777707v
bn:00085791v	wn:02638206v
bn:00085792v	wn:01347519v
bn:00085793v	wn:01659144v
bn:00085794v	wn:00404642v
bn:00085795v	wn:02437905v
bn:00085796v	wn:02438228v
bn:00085797v	wn:02322230v
bn:00085798v	wn:00679715v
bn:00085799v	wn:02594674v
bn:00085800v	wn:00266391v
bn:00085801v	wn:01265880v
bn:00085802v	wn:02353408v
bn:00085803v	wn:01428853v
bn:00085804v	wn:01747374v
bn:00085805v	wn:01742886v
bn:00085806v	wn:01734929v
bn:00085807v	wn:01693881v
bn:00085808v	wn:01747602v
bn:00085809v	wn:00628125v
bn:00085810v	wn:02239533v
bn:00085811v	wn:02352824v
bn:00085812v	wn:01503841v
bn:00085813v	wn:01286674v
bn:00085814v	wn:01588297v
bn:00085815v	wn:01750895v
bn:00085816v	wn:01590523v
bn:00085817v	wn:01282545v
bn:00085818v	wn:01423623v
bn:00085819v	wn:00321341v
bn:00085820v	wn:02049561v
bn:00085821v	wn:01179155v
bn:00085822v	wn:00528225v
bn:00085823v	wn:02442924v
bn:00085824v	wn:01934205v
bn:00085825v	wn:01909275v
bn:00085826v	wn:02352946v
bn:00085827v	wn:02390949v
bn:00085828v	wn:01600478v
bn:00085829v	wn:01466198v
bn:00085830v	wn:01381796v
bn:00085831v	wn:00199659v
bn:00085832v	wn:02553428v
bn:00085833v	wn:01971603v
bn:00085834v	wn:00079470v
bn:00085835v	wn:02658979v
bn:00085836v	wn:00713996v
bn:00085837v	wn:02633534v
bn:00085838v	wn:01006810v
bn:00085839v	wn:02699497v
bn:00085840v	wn:01012561v
bn:00085841v	wn:00274283v
bn:00085842v	wn:00273963v
bn:00085843v	wn:01387164v
bn:00085844v	wn:02579447v
bn:00085845v	wn:00203081v
bn:00085846v	wn:00049669v
bn:00085847v	wn:02766390v
bn:00085848v	wn:00473003v
bn:00085849v	wn:01401552v
bn:00085850v	wn:02220349v
bn:00085851v	wn:02628961v
bn:00085852v	wn:00051761v
bn:00085853v	wn:02337545v
bn:00085854v	wn:01777107v
bn:00085855v	wn:01804753v
bn:00085856v	wn:00005815v
bn:00085857v	wn:00006238v
bn:00085858v	wn:02200341v
bn:00085859v	wn:00948071v
bn:00085860v	wn:02645839v
bn:00085861v	wn:00947857v
bn:00085862v	wn:02731632v
bn:00085863v	wn:00685081v
bn:00085864v	wn:02747140v
bn:00085865v	wn:00712556v
bn:00085866v	wn:00947717v
bn:00085867v	wn:00975733v
bn:00085868v	wn:01101313v
bn:00085869v	wn:00815379v
bn:00085870v	wn:01443631v
bn:00085871v	wn:02564973v
bn:00085872v	wn:02543874v
bn:00085873v	wn:02543607v
bn:00085874v	wn:01125084v
bn:00085875v	wn:02666531v
bn:00085876v	wn:00808528v
bn:00085877v	wn:00121926v
bn:00085878v	wn:02533508v
bn:00085879v	wn:01018645v
bn:00085880v	wn:01654271v
bn:00085881v	wn:01997020v
bn:00085882v	wn:00659260v
bn:00085883v	wn:01125882v
bn:00085884v	wn:00707490v
bn:00085885v	wn:01705841v
bn:00085886v	wn:02666691v
bn:00085887v	wn:00997432v
bn:00085888v	wn:01530273v
bn:00085889v	wn:02718015v
bn:00085890v	wn:01292885v
bn:00085891v	wn:01297624v
bn:00085892v	wn:02490430v
bn:00085893v	wn:02067540v
bn:00085894v	wn:02066939v
bn:00085895v	wn:01144873v
bn:00085896v	wn:02534492v
bn:00085897v	wn:02534936v
bn:00085898v	wn:02534761v
bn:00085899v	wn:02499172v
bn:00085900v	wn:00881329v
bn:00085901v	wn:02474780v
bn:00085902v	wn:01030832v
bn:00085903v	wn:01332730v
bn:00085904v	wn:01207951v
bn:00085905v	wn:02675935v
bn:00085906v	wn:01912159v
bn:00085907v	wn:00967098v
bn:00085908v	wn:01129201v
bn:00085909v	wn:02395000v
bn:00085910v	wn:02148369v
bn:00085911v	wn:01148296v
bn:00085912v	wn:00967455v
bn:00085913v	wn:00891216v
bn:00085914v	wn:02474446v
bn:00085915v	wn:02395194v
bn:00085916v	wn:02310674v
bn:00085917v	wn:02147109v
bn:00085918v	wn:01582200v
bn:00085919v	wn:01336635v
bn:00085920v	wn:01150010v
bn:00085921v	wn:01148580v
bn:00085922v	wn:00048633v
bn:00085923v	wn:00895855v
bn:00085924v	wn:01827232v
bn:00085925v	wn:01779803v
bn:00085926v	wn:02063988v
bn:00085927v	wn:02063771v
bn:00085928v	wn:01411768v
bn:00085929v	wn:01337224v
bn:00085930v	wn:02447133v
bn:00085931v	wn:02575082v
bn:00085932v	wn:02574874v
bn:00085933v	wn:02288656v
bn:00085934v	wn:01932586v
bn:00085935v	wn:01902678v
bn:00085936v	wn:01140065v
bn:00085937v	wn:02183024v
bn:00085938v	wn:02182851v
bn:00085939v	wn:01401955v
bn:00085940v	wn:00337234v
bn:00085941v	wn:00337065v
bn:00085942v	wn:02571067v
bn:00085943v	wn:00953923v
bn:00085944v	wn:00336718v
bn:00085945v	wn:00238542v
bn:00085946v	wn:00238372v
bn:00085947v	wn:00861333v
bn:00085948v	wn:02175384v
bn:00085949v	wn:01058224v
bn:00085950v	wn:00122648v
bn:00085951v	wn:01222177v
bn:00085952v	wn:02540262v
bn:00085953v	wn:01876735v
bn:00085954v	wn:01555648v
bn:00085955v	wn:01536663v
bn:00085956v	wn:01076514v
bn:00085957v	wn:01658762v
bn:00085958v	wn:01612295v
bn:00085959v	wn:00407146v
bn:00085960v	wn:01304466v
bn:00085961v	wn:00236289v
bn:00085962v	wn:00031181v
bn:00085963v	wn:00031068v
bn:00085964v	wn:01594978v
bn:00085965v	wn:00028167v
bn:00085966v	wn:01991744v
bn:00085967v	wn:01858796v
bn:00085968v	wn:01595149v
bn:00085969v	wn:01341815v
bn:00085970v	wn:01280958v
bn:00085971v	wn:01753272v
bn:00085972v	wn:01479009v
bn:00085973v	wn:01599805v
bn:00085974v	wn:01223833v
bn:00085975v	wn:01972570v
bn:00085976v	wn:02088627v
bn:00085977v	wn:01561819v
bn:00085978v	wn:02019282v
bn:00085979v	wn:02657080v
bn:00085980v	wn:02177512v
bn:00085981v	wn:01562209v
bn:00085982v	wn:01507407v
bn:00085983v	wn:00583064v
bn:00085984v	wn:00434919v
bn:00085985v	wn:00017674v
bn:00085986v	wn:01967923v
bn:00085987v	wn:01980766v
bn:00085988v	wn:01486678v
bn:00085989v	wn:01188485v
bn:00085990v	wn:00758538v
bn:00085991v	wn:01885845v
bn:00085992v	wn:02730682v
bn:00085993v	wn:02716048v
bn:00085994v	wn:01961974v
bn:00085995v	wn:01692709v
bn:00085996v	wn:01787822v
bn:00085997v	wn:00337568v
bn:00085998v	wn:02171664v
bn:00085999v	wn:01418037v
bn:00086000v	wn:01364483v
bn:00086001v	wn:01261018v
bn:00086002v	wn:00171339v
bn:00086003v	wn:00677445v
bn:00086004v	wn:01278427v
bn:00086005v	wn:01277784v
bn:00086006v	wn:01240514v
bn:00086007v	wn:00564857v
bn:00086008v	wn:01617192v
bn:00086009v	wn:01753788v
bn:00086010v	wn:01685313v
bn:00086011v	wn:02476385v
bn:00086012v	wn:01640207v
bn:00086013v	wn:01621555v
bn:00086014v	wn:01631534v
bn:00086015v	wn:01653013v
bn:00086016v	wn:01697816v
bn:00086017v	wn:00727143v
bn:00086018v	wn:02264752v
bn:00086019v	wn:00683930v
bn:00086020v	wn:01911888v
bn:00086021v	wn:02060588v
bn:00086022v	wn:01228866v
bn:00086023v	wn:01993212v
bn:00086024v	wn:00379154v
bn:00086025v	wn:02335629v
bn:00086026v	wn:00116365v
bn:00086027v	wn:00186446v
bn:00086028v	wn:00546729v
bn:00086029v	wn:02007777v
bn:00086030v	wn:01089614v
bn:00086031v	wn:02574977v
bn:00086032v	wn:02278470v
bn:00086033v	wn:01272234v
bn:00086034v	wn:00025510v
bn:00086035v	wn:01076017v
bn:00086036v	wn:02480923v
bn:00086037v	wn:02515080v
bn:00086038v	wn:01457206v
bn:00086039v	wn:02061069v
bn:00086040v	wn:00225832v
bn:00086041v	wn:00091647v
bn:00086042v	wn:00322151v
bn:00086043v	wn:01913237v
bn:00086044v	wn:01276800v
bn:00086045v	wn:00510713v
bn:00086046v	wn:00826509v
bn:00086047v	wn:01096097v
bn:00086048v	wn:00855512v
bn:00086049v	wn:01064401v
bn:00086050v	wn:00909219v
bn:00086051v	wn:01672753v
bn:00086052v	wn:01672490v
bn:00086053v	wn:02060959v
bn:00086054v	wn:01535002v
bn:00086055v	wn:01053339v
bn:00086056v	wn:02034671v
bn:00086057v	wn:01049470v
bn:00086058v	wn:01553761v
bn:00086059v	wn:01741446v
bn:00086060v	wn:01652537v
bn:00086061v	wn:01576478v
bn:00086062v	wn:02157519v
bn:00086063v	wn:01600873v
bn:00086064v	wn:01154669v
bn:00086065v	wn:02023396v
bn:00086066v	wn:01914657v
bn:00086067v	wn:02685390v
bn:00086068v	wn:01913997v
bn:00086069v	wn:01691798v
bn:00086070v	wn:01429953v
bn:00086071v	wn:00663682v
bn:00086072v	wn:00051637v
bn:00086073v	wn:00053889v
bn:00086074v	wn:00053656v
bn:00086075v	wn:02472033v
bn:00086076v	wn:02472958v
bn:00086077v	wn:01291527v
bn:00086078v	wn:00054059v
bn:00086079v	wn:01025935v
bn:00086080v	wn:00787049v
bn:00086081v	wn:00800750v
bn:00086082v	wn:00898568v
bn:00086083v	wn:01601025v
bn:00086084v	wn:01695976v
bn:00086085v	wn:01078573v
bn:00086086v	wn:01545314v
bn:00086087v	wn:00883635v
bn:00086088v	wn:00857517v
bn:00086089v	wn:00857653v
bn:00086090v	wn:02028722v
bn:00086091v	wn:02649305v
bn:00086092v	wn:02027612v
bn:00086093v	wn:02054864v
bn:00086094v	wn:02013840v
bn:00086095v	wn:00485891v
bn:00086096v	wn:02694677v
bn:00086097v	wn:01338247v
bn:00086098v	wn:02484049v
bn:00086099v	wn:01801847v
bn:00086100v	wn:01931566v
bn:00086101v	wn:01844859v
bn:00086102v	wn:02154031v
bn:00086103v	wn:01844653v
bn:00086104v	wn:01265740v
bn:00086105v	wn:00338866v
bn:00086106v	wn:00180197v
bn:00086107v	wn:00397405v
bn:00086108v	wn:00208836v
bn:00086109v	wn:02184797v
bn:00086110v	wn:01136393v
bn:00086111v	wn:00307191v
bn:00086112v	wn:01201693v
bn:00086113v	wn:01093944v
bn:00086114v	wn:02424652v
bn:00086115v	wn:01593937v
bn:00086116v	wn:00339085v
bn:00086117v	wn:01800195v
bn:00086118v	wn:01492944v
bn:00086119v	wn:00559390v
bn:00086120v	wn:00478682v
bn:00086121v	wn:00356789v
bn:00086122v	wn:00066191v
bn:00086123v	wn:01188987v
bn:00086124v	wn:00985464v
bn:00086125v	wn:00066685v
